SA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,LAD18CD,LAD18NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID
N00004432,7d2,Retired Independent City Dwellers,95YY19W1,Strule,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2669
N00004433,8a1,Industrious Transitions,95YY19W1,Strule,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2670
N00004434,5b2,Communal Retirement,95YY19W1,Strule,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2671
N00004435,1b1,Rural Life,95YY19W1,Strule,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2672
N00004436,1a1,Rural Workers and Families,95YY20W1,Termon,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2673
N00004437,1b1,Rural Life,95YY20W1,Termon,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2674
N00004438,1a1,Rural Workers and Families,95YY20W1,Termon,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2675
N00004439,1a1,Rural Workers and Families,95YY20W1,Termon,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2676
N00004440,1a1,Rural Workers and Families,95YY20W1,Termon,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2677
N00004441,1a1,Rural Workers and Families,95YY21W1,Trillick,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2678
N00004442,1a1,Rural Workers and Families,95YY21W1,Trillick,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2679
N00001761,6a2,Comfortable Suburbia,95II02S1,Beechill 1,8a,Affluent communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2680
N00001763,5b3,Self-Sufficient Retirement,95II02S2,Beechill 2,5c,Comfortable neighbourhoods,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2681
N00001767,6a2,Comfortable Suburbia,95II03S1,Cairnshill 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2682
N00001768,6b1,Multi-Ethnic Suburbia,95II03S1,Cairnshill 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2683
N00001769,6a1,Indian Tech Achievers,95II03S1,Cairnshill 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2684
N00001770,6a2,Comfortable Suburbia,95II03S1,Cairnshill 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2685
N00001771,6b1,Multi-Ethnic Suburbia,95II03S1,Cairnshill 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2686
N00001772,6b3,Semi-Detached Ageing,95II03S2,Cairnshill 2,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2687
N00001773,6b1,Multi-Ethnic Suburbia,95II03S2,Cairnshill 2,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2688
N00001774,5b1,Delayed Retirement,95II03S2,Cairnshill 2,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2689
N00001775,6b1,Multi-Ethnic Suburbia,95II03S2,Cairnshill 2,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2690
N00001776,6b1,Multi-Ethnic Suburbia,95II03S2,Cairnshill 2,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2691
N00001777,6b1,Multi-Ethnic Suburbia,95II03S2,Cairnshill 2,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2692
N00001778,6b1,Multi-Ethnic Suburbia,95II04S1,Carrowreagh 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2693
N00001779,8c3,Renting Hard-Pressed Workers,95II04S1,Carrowreagh 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2694
N00001780,6b4,Older Workers and Retirement,95II04S1,Carrowreagh 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2695
N00004352,1a1,Rural Workers and Families,95YY03W1,Clanabogan,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2696
N00001781,6a4,Ageing in Suburbia,95II04S1,Carrowreagh 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2697
N00001782,6b3,Semi-Detached Ageing,95II04S1,Carrowreagh 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2698
N00001783,6b2,White Suburban Communities,95II04S1,Carrowreagh 1,8c,Comfortable suburbia,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2699
N00001784,7c1,Challenged Transitionaries,95II04S2,Carrowreagh 2,5c,Comfortable neighbourhoods,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2700
N00004505,1a1,Rural Workers and Families,95ZZ11W1,Plumbridge,2c,Remoter communities,N09000005,Derry and Strabane,6a2r,Mining Legacy,N92000002,Northern Ireland,N92000002,Northern Ireland,2701
N00001785,8b2,Hard-Pressed Rented Terraces,95II04S2,Carrowreagh 2,5c,Comfortable neighbourhoods,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2702
N00001786,8c1,Ageing Industrious Workers,95II04S2,Carrowreagh 2,5c,Comfortable neighbourhoods,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2703
N00001787,7c1,Challenged Transitionaries,95II04S2,Carrowreagh 2,5c,Comfortable neighbourhoods,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2704
N00001788,8b2,Hard-Pressed Rented Terraces,95II04S2,Carrowreagh 2,5c,Comfortable neighbourhoods,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2705
N00001789,5a1,White Professionals,95II04S2,Carrowreagh 2,5c,Comfortable neighbourhoods,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2706
N00001790,6a3,Detached Retirement Living,95II05S1,Carryduff East 1,8a,Affluent communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2707
N00001791,6a3,Detached Retirement Living,95II05S1,Carryduff East 1,8a,Affluent communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2708
N00001792,6a2,Comfortable Suburbia,95II05S1,Carryduff East 1,8a,Affluent communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2709
N00001793,6a4,Ageing in Suburbia,95II05S1,Carryduff East 1,8a,Affluent communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2710
N00001794,5b2,Communal Retirement,95II05S2,Carryduff East 2,5a,Ageing urban communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2711
N00001795,6b1,Multi-Ethnic Suburbia,95II05S2,Carryduff East 2,5a,Ageing urban communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2712
N00001796,6b1,Multi-Ethnic Suburbia,95II05S2,Carryduff East 2,5a,Ageing urban communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2713
N00001797,5b1,Delayed Retirement,95II05S2,Carryduff East 2,5a,Ageing urban communities,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2714
N00001798,6a2,Comfortable Suburbia,95II06S1,Carryduff West 1,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2715
N00001799,6a3,Detached Retirement Living,95II06S1,Carryduff West 1,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2716
N00001800,6b3,Semi-Detached Ageing,95II06S1,Carryduff West 1,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2717
N00001801,6a2,Comfortable Suburbia,95II06S1,Carryduff West 1,8b,Ageing suburbanites,N09000007,Lisburn and Castlereagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2718
N00004353,1a1,Rural Workers and Families,95YY03W1,Clanabogan,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2719
N00004354,1a1,Rural Workers and Families,95YY03W1,Clanabogan,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2720
N00004355,6b4,Older Workers and Retirement,95YY04W1,Coolnagard,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2721
N00004356,8c2,Ageing Rural Industry Workers,95YY04W1,Coolnagard,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2722
N00004357,5b3,Self-Sufficient Retirement,95YY04W1,Coolnagard,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2723
N00004358,8c2,Ageing Rural Industry Workers,95YY04W1,Coolnagard,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2724
N00004359,5b2,Communal Retirement,95YY04W1,Coolnagard,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2725
N00004360,1b1,Rural Life,95YY05W1,Dergmoney,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2726
N00004361,7a1,Transitional Eastern European Neighbourhoods,95YY05W1,Dergmoney,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2727
N00004362,1c2,Renting Rural Retirement,95YY05W1,Dergmoney,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2728
N00004363,1a1,Rural Workers and Families,95YY06W1,Dromore,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2729
N00004364,1a1,Rural Workers and Families,95YY06W1,Dromore,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2730
N00004365,1b1,Rural Life,95YY06W1,Dromore,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2731
N00004366,8a2,Industrious Hardship,95YY06W1,Dromore,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2732
N00004367,1b3,Ageing Rural Flat Tenants,95YY06W1,Dromore,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2733
N00004368,1a1,Rural Workers and Families,95YY07W1,Drumnakilly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2734
N00004369,1b1,Rural Life,95YY07W1,Drumnakilly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2735
N00004370,1b1,Rural Life,95YY07W1,Drumnakilly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2736
N00004371,1a1,Rural Workers and Families,95YY07W1,Drumnakilly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2737
N00004372,1a1,Rural Workers and Families,95YY07W1,Drumnakilly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2738
N00004373,1a1,Rural Workers and Families,95YY07W1,Drumnakilly,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2739
N00004374,1a1,Rural Workers and Families,95YY08W1,Drumquin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2740
N00004375,8c2,Ageing Rural Industry Workers,95YY08W1,Drumquin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2741
N00004376,1a1,Rural Workers and Families,95YY08W1,Drumquin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2742
N00004377,1a1,Rural Workers and Families,95YY08W1,Drumquin,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2743
N00004378,4a2,Social Renting New Arrivals,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2744
N00004379,8a1,Industrious Transitions,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2745
N00004380,1b3,Ageing Rural Flat Tenants,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2746
N00004381,5b3,Self-Sufficient Retirement,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2747
N00004382,5b2,Communal Retirement,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2748
N00004383,5b3,Self-Sufficient Retirement,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2749
N00004384,1b1,Rural Life,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2750
N00004385,6a2,Comfortable Suburbia,95YY09W1,Drumragh,5e,Primary sector workers,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2751
N00004386,1a1,Rural Workers and Families,95YY10W1,Fairy Water,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2752
N00004387,1a1,Rural Workers and Families,95YY10W1,Fairy Water,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2753
N00004388,1a1,Rural Workers and Families,95YY10W1,Fairy Water,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2754
N00004389,1a1,Rural Workers and Families,95YY10W1,Fairy Water,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2755
N00004390,1a1,Rural Workers and Families,95YY10W1,Fairy Water,2c,Remoter communities,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2756
N00004391,1a1,Rural Workers and Families,95YY11W1,Fintona,2d,Rural traits,N09000006,Fermanagh and Omagh,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,2757
